(C,B,M) (C,B,M)
(7,1,7) (83,0,93)
(6,0,7) (84,1,93)
(7,1,8) (83,0,92)
(5,0,8) (85,1,92)
(6,1,8) (84,0,92)
(4,0,8) (86,1,92)
(5,1,8) (85,0,92)
(3,0,8) (87,1,92)
(4,1,8) (86,0,92)
(2,0,8) (88,1,92)
(3,1,8) (87,0,92)
(1,0,8) (89,1,92)
(2,1,8) (88,0,92)
(0,0,8) (90,1,92)
(1,1,9) (89,0,91)
(0,0,9) (90,1,91)
(2,1,9) (88,0,91)
(1,0,9) (89,1,91)
(3,1,9) (87,0,91)
(2,0,9) (88,1,91)
(4,1,9) (86,0,91)
(3,0,9) (87,1,91)
(5,1,9) (85,0,91)
(4,0,9) (86,1,91)
(6,1,9) (84,0,91)
(5,0,9) (85,1,91)
(7,1,9) (83,0,91)
(6,0,9) (84,1,91)
(8,1,9) (82,0,91)
(7,0,9) (83,1,91)
(9,1,9) (81,0,91)
(8,0,9) (82,1,91)
(9,1,10) (81,0,90)
(7,0,10) (83,1,90)
(8,1,10) (82,0,90)
(6,0,10) (84,1,90)
(7,1,10) (83,0,90)
(5,0,10) (85,1,90)
(6,1,10) (84,0,90)
(4,0,10) (86,1,90)
(5,1,10) (85,0,90)
(3,0,10) (87,1,90)
(4,1,10) (86,0,90)
(2,0,10) (88,1,90)
(3,1,10) (87,0,90)
(1,0,10) (89,1,90)
(2,1,11) (88,0,89)
(1,0,11) (89,1,89)
(3,1,11) (87,0,89)
(2,0,11) (88,1,89)
(4,1,11) (86,0,89)
(3,0,11) (87,1,89)
(5,1,11) (85,0,89)
(4,0,11) (86,1,89)
(6,1,11) (84,0,89)
(5,0,11) (85,1,89)
(7,1,11) (83,0,89)
(6,0,11) (84,1,89)
(8,1,11) (82,0,89)
(7,0,11) (83,1,89)
(9,1,11) (81,0,89)
(8,0,11) (82,1,89)
(10,1,11) (80,0,89)
(9,0,11) (81,1,89)
(11,1,11) (79,0,89)
(10,0,11) (80,1,89)
(11,1,12) (79,0,88)
(9,0,12) (81,1,88)
(10,1,12) (80,0,88)
(8,0,12) (82,1,88)
(9,1,12) (81,0,88)
(7,0,12) (83,1,88)
(8,1,12) (82,0,88)
(6,0,12) (84,1,88)
(7,1,12) (83,0,88)
(5,0,12) (85,1,88)
(6,1,12) (84,0,88)
(4,0,12) (86,1,88)
(5,1,12) (85,0,88)
(3,0,12) (87,1,88)
(4,1,13) (86,0,87)
(3,0,13) (87,1,87)
(5,1,13) (85,0,87)
(4,0,13) (86,1,87)
(6,1,13) (84,0,87)
(5,0,13) (85,1,87)
(7,1,13) (83,0,87)
(6,0,13) (84,1,87)
(8,1,13) (82,0,87)
(7,0,13) (83,1,87)
(9,1,13) (81,0,87)
(8,0,13) (82,1,87)
(10,1,13) (80,0,87)
(9,0,13) (81,1,87)
(11,1,13) (79,0,87)
(10,0,13) (80,1,87)
(12,1,13) (78,0,87)
(11,0,13) (79,1,87)
(13,1,13) (77,0,87)
(12,0,13) (78,1,87)
(13,1,14) (77,0,86)
(11,0,14) (79,1,86)
(12,1,14) (78,0,86)
(10,0,14) (80,1,86)
(11,1,14) (79,0,86)
(9,0,14) (81,1,86)
(10,1,14) (80,0,86)
(8,0,14) (82,1,86)
(9,1,14) (81,0,86)
(7,0,14) (83,1,86)
(8,1,14) (82,0,86)
(6,0,14) (84,1,86)
(7,1,14) (83,0,86)
(5,0,14) (85,1,86)
(6,1,15) (84,0,85)
(5,0,15) (85,1,85)
(7,1,15) (83,0,85)
(6,0,15) (84,1,85)
(8,1,15) (82,0,85)
(7,0,15) (83,1,85)
(9,1,15) (81,0,85)
(8,0,15) (82,1,85)
(10,1,15) (80,0,85)
(9,0,15) (81,1,85)
(11,1,15) (79,0,85)
(10,0,15) (80,1,85)
(12,1,15) (78,0,85)
(11,0,15) (79,1,85)
(13,1,15) (77,0,85)
(12,0,15) (78,1,85)
(14,1,15) (76,0,85)
(13,0,15) (77,1,85)
(15,1,15) (75,0,85)
(14,0,15) (76,1,85)
(15,1,16) (75,0,84)
(13,0,16) (77,1,84)
(14,1,16) (76,0,84)
(12,0,16) (78,1,84)
(13,1,16) (77,0,84)
(11,0,16) (79,1,84)
(12,1,16) (78,0,84)
(10,0,16) (80,1,84)
(11,1,16) (79,0,84)
(9,0,16) (81,1,84)
(10,1,16) (80,0,84)
(8,0,16) (82,1,84)
(9,1,16) (81,0,84)
(7,0,16) (83,1,84)
(8,1,17) (82,0,83)
(7,0,17) (83,1,83)
(9,1,17) (81,0,83)
(8,0,17) (82,1,83)
(10,1,17) (80,0,83)
(9,0,17) (81,1,83)
(11,1,17) (79,0,83)
(10,0,17) (80,1,83)
(12,1,17) (78,0,83)
(11,0,17) (79,1,83)
(13,1,17) (77,0,83)
(12,0,17) (78,1,83)
(14,1,17) (76,0,83)
(13,0,17) (77,1,83)
(15,1,17) (75,0,83)
(14,0,17) (76,1,83)
(16,1,17) (74,0,83)
(15,0,17) (75,1,83)
(17,1,17) (73,0,83)
(16,0,17) (74,1,83)
(17,1,18) (73,0,82)
(15,0,18) (75,1,82)
(16,1,18) (74,0,82)
(14,0,18) (76,1,82)
(15,1,18) (75,0,82)
(13,0,18) (77,1,82)
(14,1,18) (76,0,82)
(12,0,18) (78,1,82)
(13,1,18) (77,0,82)
(11,0,18) (79,1,82)
(12,1,18) (78,0,82)
(10,0,18) (80,1,82)
(11,1,18) (79,0,82)
(9,0,18) (81,1,82)
(10,1,19) (80,0,81)
(9,0,19) (81,1,81)
(11,1,19) (79,0,81)
(10,0,19) (80,1,81)
(12,1,19) (78,0,81)
(11,0,19) (79,1,81)
(13,1,19) (77,0,81)
(12,0,19) (78,1,81)
(14,1,19) (76,0,81)
(13,0,19) (77,1,81)
(15,1,19) (75,0,81)
(14,0,19) (76,1,81)
(16,1,19) (74,0,81)
(15,0,19) (75,1,81)
(17,1,19) (73,0,81)
(16,0,19) (74,1,81)
(18,1,19) (72,0,81)
(17,0,19) (73,1,81)
(19,1,19) (71,0,81)
(18,0,19) (72,1,81)
(19,1,20) (71,0,80)
(17,0,20) (73,1,80)
(18,1,20) (72,0,80)
(16,0,20) (74,1,80)
(17,1,20) (73,0,80)
(15,0,20) (75,1,80)
(16,1,20) (74,0,80)
(14,0,20) (76,1,80)
(15,1,20) (75,0,80)
(13,0,20) (77,1,80)
(14,1,20) (76,0,80)
(12,0,20) (78,1,80)
(13,1,20) (77,0,80)
(11,0,20) (79,1,80)
(12,1,21) (78,0,79)
(11,0,21) (79,1,79)
(13,1,21) (77,0,79)
(12,0,21) (78,1,79)
(14,1,21) (76,0,79)
(13,0,21) (77,1,79)
(15,1,21) (75,0,79)
(14,0,21) (76,1,79)
(16,1,21) (74,0,79)
(15,0,21) (75,1,79)
(17,1,21) (73,0,79)
(16,0,21) (74,1,79)
(18,1,21) (72,0,79)
(17,0,21) (73,1,79)
(19,1,21) (71,0,79)
(18,0,21) (72,1,79)
(20,1,21) (70,0,79)
(19,0,21) (71,1,79)
(21,1,21) (69,0,79)
(20,0,21) (70,1,79)
(21,1,22) (69,0,78)
(19,0,22) (71,1,78)
(20,1,22) (70,0,78)
(18,0,22) (72,1,78)
(19,1,22) (71,0,78)
(17,0,22) (73,1,78)
(18,1,22) (72,0,78)
(16,0,22) (74,1,78)
(17,1,22) (73,0,78)
(15,0,22) (75,1,78)
(16,1,22) (74,0,78)
(14,0,22) (76,1,78)
(15,1,22) (75,0,78)
(13,0,22) (77,1,78)
(14,1,23) (76,0,77)
(13,0,23) (77,1,77)
(15,1,23) (75,0,77)
(14,0,23) (76,1,77)
(16,1,23) (74,0,77)
(15,0,23) (75,1,77)
(17,1,23) (73,0,77)
(16,0,23) (74,1,77)
(18,1,23) (72,0,77)
(17,0,23) (73,1,77)
(19,1,23) (71,0,77)
(18,0,23) (72,1,77)
(20,1,23) (70,0,77)
(19,0,23) (71,1,77)
(21,1,23) (69,0,77)
(20,0,23) (70,1,77)
(22,1,23) (68,0,77)
(21,0,23) (69,1,77)
(23,1,23) (67,0,77)
(22,0,23) (68,1,77)
(23,1,24) (67,0,76)
(21,0,24) (69,1,76)
(22,1,24) (68,0,76)
(20,0,24) (70,1,76)
(21,1,24) (69,0,76)
(19,0,24) (71,1,76)
(20,1,24) (70,0,76)
(18,0,24) (72,1,76)
(19,1,24) (71,0,76)
(17,0,24) (73,1,76)
(18,1,24) (72,0,76)
(16,0,24) (74,1,76)
(17,1,24) (73,0,76)
(15,0,24) (75,1,76)
(16,1,25) (74,0,75)
(15,0,25) (75,1,75)
(17,1,25) (73,0,75)
(16,0,25) (74,1,75)
(18,1,25) (72,0,75)
(17,0,25) (73,1,75)
(19,1,25) (71,0,75)
(18,0,25) (72,1,75)
(20,1,25) (70,0,75)
(19,0,25) (71,1,75)
(21,1,25) (69,0,75)
(20,0,25) (70,1,75)
(22,1,25) (68,0,75)
(21,0,25) (69,1,75)
(23,1,25) (67,0,75)
(22,0,25) (68,1,75)
(24,1,25) (66,0,75)
(23,0,25) (67,1,75)
(25,1,25) (65,0,75)
(24,0,25) (66,1,75)
(25,1,26) (65,0,74)
(23,0,26) (67,1,74)
(24,1,26) (66,0,74)
(22,0,26) (68,1,74)
(23,1,26) (67,0,74)
(21,0,26) (69,1,74)
(22,1,26) (68,0,74)
(20,0,26) (70,1,74)
(21,1,26) (69,0,74)
(19,0,26) (71,1,74)
(20,1,26) (70,0,74)
(18,0,26) (72,1,74)
(19,1,26) (71,0,74)
(17,0,26) (73,1,74)
(18,1,27) (72,0,73)
(17,0,27) (73,1,73)
(19,1,27) (71,0,73)
(18,0,27) (72,1,73)
(20,1,27) (70,0,73)
(19,0,27) (71,1,73)
(21,1,27) (69,0,73)
(20,0,27) (70,1,73)
(22,1,27) (68,0,73)
(21,0,27) (69,1,73)
(23,1,27) (67,0,73)
(22,0,27) (68,1,73)
(24,1,27) (66,0,73)
(23,0,27) (67,1,73)
(25,1,27) (65,0,73)
(24,0,27) (66,1,73)
(26,1,27) (64,0,73)
(25,0,27) (65,1,73)
(27,1,27) (63,0,73)
(26,0,27) (64,1,73)
(27,1,28) (63,0,72)
(25,0,28) (65,1,72)
(26,1,28) (64,0,72)
(24,0,28) (66,1,72)
(25,1,28) (65,0,72)
(23,0,28) (67,1,72)
(24,1,28) (66,0,72)
(22,0,28) (68,1,72)
(23,1,28) (67,0,72)
(21,0,28) (69,1,72)
(22,1,28) (68,0,72)
(20,0,28) (70,1,72)
(21,1,28) (69,0,72)
(19,0,28) (71,1,72)
(20,1,29) (70,0,71)
(19,0,29) (71,1,71)
(21,1,29) (69,0,71)
(20,0,29) (70,1,71)
(22,1,29) (68,0,71)
(21,0,29) (69,1,71)
(23,1,29) (67,0,71)
(22,0,29) (68,1,71)
(24,1,29) (66,0,71)
(23,0,29) (67,1,71)
(25,1,29) (65,0,71)
(24,0,29) (66,1,71)
(26,1,29) (64,0,71)
(25,0,29) (65,1,71)
(27,1,29) (63,0,71)
(26,0,29) (64,1,71)
(28,1,29) (62,0,71)
(27,0,29) (63,1,71)
(29,1,29) (61,0,71)
(28,0,29) (62,1,71)
(29,1,30) (61,0,70)
(27,0,30) (63,1,70)
(28,1,30) (62,0,70)
(26,0,30) (64,1,70)
(27,1,30) (63,0,70)
(25,0,30) (65,1,70)
(26,1,30) (64,0,70)
(24,0,30) (66,1,70)
(25,1,30) (65,0,70)
(23,0,30) (67,1,70)
(24,1,30) (66,0,70)
(22,0,30) (68,1,70)
(23,1,30) (67,0,70)
(21,0,30) (69,1,70)
(22,1,31) (68,0,69)
(21,0,31) (69,1,69)
(23,1,31) (67,0,69)
(22,0,31) (68,1,69)
(24,1,31) (66,0,69)
(23,0,31) (67,1,69)
(25,1,31) (65,0,69)
(24,0,31) (66,1,69)
(26,1,31) (64,0,69)
(25,0,31) (65,1,69)
(27,1,31) (63,0,69)
(26,0,31) (64,1,69)
(28,1,31) (62,0,69)
(27,0,31) (63,1,69)
(29,1,31) (61,0,69)
(28,0,31) (62,1,69)
(30,1,31) (60,0,69)
(29,0,31) (61,1,69)
(31,1,31) (59,0,69)
(30,0,31) (60,1,69)
(31,1,32) (59,0,68)
(29,0,32) (61,1,68)
(30,1,32) (60,0,68)
(28,0,32) (62,1,68)
(29,1,32) (61,0,68)
(27,0,32) (63,1,68)
(28,1,32) (62,0,68)
(26,0,32) (64,1,68)
(27,1,32) (63,0,68)
(25,0,32) (65,1,68)
(26,1,32) (64,0,68)
(24,0,32) (66,1,68)
(25,1,32) (65,0,68)
(23,0,32) (67,1,68)
(24,1,33) (66,0,67)
(23,0,33) (67,1,67)
(25,1,33) (65,0,67)
(24,0,33) (66,1,67)
(26,1,33) (64,0,67)
(25,0,33) (65,1,67)
(27,1,33) (63,0,67)
(26,0,33) (64,1,67)
(28,1,33) (62,0,67)
(27,0,33) (63,1,67)
(29,1,33) (61,0,67)
(28,0,33) (62,1,67)
(30,1,33) (60,0,67)
(29,0,33) (61,1,67)
(31,1,33) (59,0,67)
(30,0,33) (60,1,67)
(32,1,33) (58,0,67)
(31,0,33) (59,1,67)
(33,1,33) (57,0,67)
(32,0,33) (58,1,67)
(33,1,34) (57,0,66)
(31,0,34) (59,1,66)
(32,1,34) (58,0,66)
(30,0,34) (60,1,66)
(31,1,34) (59,0,66)
(29,0,34) (61,1,66)
(30,1,34) (60,0,66)
(28,0,34) (62,1,66)
(29,1,34) (61,0,66)
(27,0,34) (63,1,66)
(28,1,34) (62,0,66)
(26,0,34) (64,1,66)
(27,1,34) (63,0,66)
(25,0,34) (65,1,66)
(26,1,35) (64,0,65)
(25,0,35) (65,1,65)
(27,1,35) (63,0,65)
(26,0,35) (64,1,65)
(28,1,35) (62,0,65)
(27,0,35) (63,1,65)
(29,1,35) (61,0,65)
(28,0,35) (62,1,65)
(30,1,35) (60,0,65)
(29,0,35) (61,1,65)
(31,1,35) (59,0,65)
(30,0,35) (60,1,65)
(32,1,35) (58,0,65)
(31,0,35) (59,1,65)
(33,1,35) (57,0,65)
(32,0,35) (58,1,65)
(34,1,35) (56,0,65)
(33,0,35) (57,1,65)
(35,1,35) (55,0,65)
(34,0,35) (56,1,65)
(35,1,36) (55,0,64)
(33,0,36) (57,1,64)
(34,1,36) (56,0,64)
(32,0,36) (58,1,64)
(33,1,36) (57,0,64)
(31,0,36) (59,1,64)
(32,1,36) (58,0,64)
(30,0,36) (60,1,64)
(31,1,36) (59,0,64)
(29,0,36) (61,1,64)
(30,1,36) (60,0,64)
(28,0,36) (62,1,64)
(29,1,36) (61,0,64)
(27,0,36) (63,1,64)
(28,1,37) (62,0,63)
(27,0,37) (63,1,63)
(29,1,37) (61,0,63)
(28,0,37) (62,1,63)
(30,1,37) (60,0,63)
(29,0,37) (61,1,63)
(31,1,37) (59,0,63)
(30,0,37) (60,1,63)
(32,1,37) (58,0,63)
(31,0,37) (59,1,63)
(33,1,37) (57,0,63)
(32,0,37) (58,1,63)
(34,1,37) (56,0,63)
(33,0,37) (57,1,63)
(35,1,37) (55,0,63)
(34,0,37) (56,1,63)
(36,1,37) (54,0,63)
(35,0,37) (55,1,63)
(37,1,37) (53,0,63)
(36,0,37) (54,1,63)
(37,1,38) (53,0,62)
(35,0,38) (55,1,62)
(36,1,38) (54,0,62)
(34,0,38) (56,1,62)
(35,1,38) (55,0,62)
(33,0,38) (57,1,62)
(34,1,38) (56,0,62)
(32,0,38) (58,1,62)
(33,1,38) (57,0,62)
(31,0,38) (59,1,62)
(32,1,38) (58,0,62)
(30,0,38) (60,1,62)
(31,1,38) (59,0,62)
(29,0,38) (61,1,62)
(30,1,39) (60,0,61)
(29,0,39) (61,1,61)
(31,1,39) (59,0,61)
(30,0,39) (60,1,61)
(32,1,39) (58,0,61)
(31,0,39) (59,1,61)
(33,1,39) (57,0,61)
(32,0,39) (58,1,61)
(34,1,39) (56,0,61)
(33,0,39) (57,1,61)
(35,1,39) (55,0,61)
(34,0,39) (56,1,61)
(36,1,39) (54,0,61)
(35,0,39) (55,1,61)
(37,1,39) (53,0,61)
(36,0,39) (54,1,61)
(38,1,39) (52,0,61)
(37,0,39) (53,1,61)
(39,1,39) (51,0,61)
(38,0,39) (52,1,61)
(39,1,40) (51,0,60)
(37,0,40) (53,1,60)
(38,1,40) (52,0,60)
(36,0,40) (54,1,60)
(37,1,40) (53,0,60)
(35,0,40) (55,1,60)
(36,1,40) (54,0,60)
(34,0,40) (56,1,60)
(35,1,40) (55,0,60)
(33,0,40) (57,1,60)
(34,1,40) (56,0,60)
(32,0,40) (58,1,60)
(33,1,40) (57,0,60)
(31,0,40) (59,1,60)
(32,1,41) (58,0,59)
(31,0,41) (59,1,59)
(33,1,41) (57,0,59)
(32,0,41) (58,1,59)
(34,1,41) (56,0,59)
(33,0,41) (57,1,59)
(35,1,41) (55,0,59)
(34,0,41) (56,1,59)
(36,1,41) (54,0,59)
(35,0,41) (55,1,59)
(37,1,41) (53,0,59)
(36,0,41) (54,1,59)
(38,1,41) (52,0,59)
(37,0,41) (53,1,59)
(39,1,41) (51,0,59)
(38,0,41) (52,1,59)
(40,1,41) (50,0,59)
(39,0,41) (51,1,59)
(41,1,41) (49,0,59)
(40,0,41) (50,1,59)
(41,1,42) (49,0,58)
(39,0,42) (51,1,58)
(40,1,42) (50,0,58)
(38,0,42) (52,1,58)
(39,1,42) (51,0,58)
(37,0,42) (53,1,58)
(38,1,42) (52,0,58)
(36,0,42) (54,1,58)
(37,1,42) (53,0,58)
(35,0,42) (55,1,58)
(36,1,42) (54,0,58)
(34,0,42) (56,1,58)
(35,1,42) (55,0,58)
(33,0,42) (57,1,58)
(34,1,43) (56,0,57)
(33,0,43) (57,1,57)
(35,1,43) (55,0,57)
(34,0,43) (56,1,57)
(36,1,43) (54,0,57)
(35,0,43) (55,1,57)
(37,1,43) (53,0,57)
(36,0,43) (54,1,57)
(38,1,43) (52,0,57)
(37,0,43) (53,1,57)
(39,1,43) (51,0,57)
(38,0,43) (52,1,57)
(40,1,43) (50,0,57)
(39,0,43) (51,1,57)
(41,1,43) (49,0,57)
(40,0,43) (50,1,57)
(42,1,43) (48,0,57)
(41,0,43) (49,1,57)
(43,1,43) (47,0,57)
(42,0,43) (48,1,57)
(43,1,44) (47,0,56)
(41,0,44) (49,1,56)
(42,1,44) (48,0,56)
(40,0,44) (50,1,56)
(41,1,44) (49,0,56)
(39,0,44) (51,1,56)
(40,1,44) (50,0,56)
(38,0,44) (52,1,56)
(39,1,44) (51,0,56)
(37,0,44) (53,1,56)
(38,1,44) (52,0,56)
(36,0,44) (54,1,56)
(37,1,44) (53,0,56)
(35,0,44) (55,1,56)
(36,1,45) (54,0,55)
(35,0,45) (55,1,55)
(37,1,45) (53,0,55)
(36,0,45) (54,1,55)
(38,1,45) (52,0,55)
(37,0,45) (53,1,55)
(39,1,45) (51,0,55)
(38,0,45) (52,1,55)
(40,1,45) (50,0,55)
(39,0,45) (51,1,55)
(41,1,45) (49,0,55)
(40,0,45) (50,1,55)
(42,1,45) (48,0,55)
(41,0,45) (49,1,55)
(43,1,45) (47,0,55)
(42,0,45) (48,1,55)
(44,1,45) (46,0,55)
(43,0,45) (47,1,55)
(45,1,45) (45,0,55)
(44,0,45) (46,1,55)
(45,1,46) (45,0,54)
(43,0,46) (47,1,54)
(44,1,46) (46,0,54)
(42,0,46) (48,1,54)
(43,1,46) (47,0,54)
(41,0,46) (49,1,54)
(42,1,46) (48,0,54)
(40,0,46) (50,1,54)
(41,1,46) (49,0,54)
(39,0,46) (51,1,54)
(40,1,46) (50,0,54)
(38,0,46) (52,1,54)
(39,1,46) (51,0,54)
(37,0,46) (53,1,54)
(38,1,47) (52,0,53)
(37,0,47) (53,1,53)
(39,1,47) (51,0,53)
(38,0,47) (52,1,53)
(40,1,47) (50,0,53)
(39,0,47) (51,1,53)
(41,1,47) (49,0,53)
(40,0,47) (50,1,53)
(42,1,47) (48,0,53)
(41,0,47) (49,1,53)
(43,1,47) (47,0,53)
(42,0,47) (48,1,53)
(44,1,47) (46,0,53)
(43,0,47) (47,1,53)
(45,1,47) (45,0,53)
(44,0,47) (46,1,53)
(46,1,47) (44,0,53)
(45,0,47) (45,1,53)
(47,1,47) (43,0,53)
(46,0,47) (44,1,53)
(47,1,48) (43,0,52)
(45,0,48) (45,1,52)
(46,1,48) (44,0,52)
(44,0,48) (46,1,52)
(45,1,48) (45,0,52)
(43,0,48) (47,1,52)
(44,1,48) (46,0,52)
(42,0,48) (48,1,52)
(43,1,48) (47,0,52)
(41,0,48) (49,1,52)
(42,1,48) (48,0,52)
(40,0,48) (50,1,52)
(41,1,48) (49,0,52)
(39,0,48) (51,1,52)
(40,1,49) (50,0,51)
(39,0,49) (51,1,51)
(41,1,49) (49,0,51)
(40,0,49) (50,1,51)
(42,1,49) (48,0,51)
(41,0,49) (49,1,51)
(43,1,49) (47,0,51)
(42,0,49) (48,1,51)
(44,1,49) (46,0,51)
(43,0,49) (47,1,51)
(45,1,49) (45,0,51)
(44,0,49) (46,1,51)
(46,1,49) (44,0,51)
(45,0,49) (45,1,51)
(47,1,49) (43,0,51)
(46,0,49) (44,1,51)
(48,1,49) (42,0,51)
(47,0,49) (43,1,51)
(49,1,49) (41,0,51)
(48,0,49) (42,1,51)
(49,1,50) (41,0,50)
(47,0,50) (43,1,50)
(48,1,50) (42,0,50)
(46,0,50) (44,1,50)
(47,1,50) (43,0,50)
(45,0,50) (45,1,50)
(46,1,50) (44,0,50)
(44,0,50) (46,1,50)
(45,1,50) (45,0,50)
(43,0,50) (47,1,50)
(44,1,50) (46,0,50)
(42,0,50) (48,1,50)
(43,1,50) (47,0,50)
(41,0,50) (49,1,50)
(42,1,51) (48,0,49)
(41,0,51) (49,1,49)
(43,1,51) (47,0,49)
(42,0,51) (48,1,49)
(44,1,51) (46,0,49)
(43,0,51) (47,1,49)
(45,1,51) (45,0,49)
(44,0,51) (46,1,49)
(46,1,51) (44,0,49)
(45,0,51) (45,1,49)
(47,1,51) (43,0,49)
(46,0,51) (44,1,49)
(48,1,51) (42,0,49)
(47,0,51) (43,1,49)
(49,1,51) (41,0,49)
(48,0,51) (42,1,49)
(50,1,51) (40,0,49)
(49,0,51) (41,1,49)
(51,1,51) (39,0,49)
(50,0,51) (40,1,49)
(51,1,52) (39,0,48)
(49,0,52) (41,1,48)
(50,1,52) (40,0,48)
(48,0,52) (42,1,48)
(49,1,52) (41,0,48)
(47,0,52) (43,1,48)
(48,1,52) (42,0,48)
(46,0,52) (44,1,48)
(47,1,52) (43,0,48)
(45,0,52) (45,1,48)
(46,1,52) (44,0,48)
(44,0,52) (46,1,48)
(45,1,52) (45,0,48)
(43,0,52) (47,1,48)
(44,1,53) (46,0,47)
(43,0,53) (47,1,47)
(45,1,53) (45,0,47)
(44,0,53) (46,1,47)
(46,1,53) (44,0,47)
(45,0,53) (45,1,47)
(47,1,53) (43,0,47)
(46,0,53) (44,1,47)
(48,1,53) (42,0,47)
(47,0,53) (43,1,47)
(49,1,53) (41,0,47)
(48,0,53) (42,1,47)
(50,1,53) (40,0,47)
(49,0,53) (41,1,47)
(51,1,53) (39,0,47)
(50,0,53) (40,1,47)
(52,1,53) (38,0,47)
(51,0,53) (39,1,47)
(53,1,53) (37,0,47)
(52,0,53) (38,1,47)
(53,1,54) (37,0,46)
(51,0,54) (39,1,46)
(52,1,54) (38,0,46)
(50,0,54) (40,1,46)
(51,1,54) (39,0,46)
(49,0,54) (41,1,46)
(50,1,54) (40,0,46)
(48,0,54) (42,1,46)
(49,1,54) (41,0,46)
(47,0,54) (43,1,46)
(48,1,54) (42,0,46)
(46,0,54) (44,1,46)
(47,1,54) (43,0,46)
(45,0,54) (45,1,46)
(46,1,55) (44,0,45)
(45,0,55) (45,1,45)
(47,1,55) (43,0,45)
(46,0,55) (44,1,45)
(48,1,55) (42,0,45)
(47,0,55) (43,1,45)
(49,1,55) (41,0,45)
(48,0,55) (42,1,45)
(50,1,55) (40,0,45)
(49,0,55) (41,1,45)
(51,1,55) (39,0,45)
(50,0,55) (40,1,45)
(52,1,55) (38,0,45)
(51,0,55) (39,1,45)
(53,1,55) (37,0,45)
(52,0,55) (38,1,45)
(54,1,55) (36,0,45)
(53,0,55) (37,1,45)
(55,1,55) (35,0,45)
(54,0,55) (36,1,45)
(55,1,56) (35,0,44)
(53,0,56) (37,1,44)
(54,1,56) (36,0,44)
(52,0,56) (38,1,44)
(53,1,56) (37,0,44)
(51,0,56) (39,1,44)
(52,1,56) (38,0,44)
(50,0,56) (40,1,44)
(51,1,56) (39,0,44)
(49,0,56) (41,1,44)
(50,1,56) (40,0,44)
(48,0,56) (42,1,44)
(49,1,56) (41,0,44)
(47,0,56) (43,1,44)
(48,1,57) (42,0,43)
(47,0,57) (43,1,43)
(49,1,57) (41,0,43)
(48,0,57) (42,1,43)
(50,1,57) (40,0,43)
(49,0,57) (41,1,43)
(51,1,57) (39,0,43)
(50,0,57) (40,1,43)
(52,1,57) (38,0,43)
(51,0,57) (39,1,43)
(53,1,57) (37,0,43)
(52,0,57) (38,1,43)
(54,1,57) (36,0,43)
(53,0,57) (37,1,43)
(55,1,57) (35,0,43)
(54,0,57) (36,1,43)
(56,1,57) (34,0,43)
(55,0,57) (35,1,43)
(57,1,57) (33,0,43)
(56,0,57) (34,1,43)
(57,1,58) (33,0,42)
(55,0,58) (35,1,42)
(56,1,58) (34,0,42)
(54,0,58) (36,1,42)
(55,1,58) (35,0,42)
(53,0,58) (37,1,42)
(54,1,58) (36,0,42)
(52,0,58) (38,1,42)
(53,1,58) (37,0,42)
(51,0,58) (39,1,42)
(52,1,58) (38,0,42)
(50,0,58) (40,1,42)
(51,1,58) (39,0,42)
(49,0,58) (41,1,42)
(50,1,59) (40,0,41)
(49,0,59) (41,1,41)
(51,1,59) (39,0,41)
(50,0,59) (40,1,41)
(52,1,59) (38,0,41)
(51,0,59) (39,1,41)
(53,1,59) (37,0,41)
(52,0,59) (38,1,41)
(54,1,59) (36,0,41)
(53,0,59) (37,1,41)
(55,1,59) (35,0,41)
(54,0,59) (36,1,41)
(56,1,59) (34,0,41)
(55,0,59) (35,1,41)
(57,1,59) (33,0,41)
(56,0,59) (34,1,41)
(58,1,59) (32,0,41)
(57,0,59) (33,1,41)
(59,1,59) (31,0,41)
(58,0,59) (32,1,41)
(59,1,60) (31,0,40)
(57,0,60) (33,1,40)
(58,1,60) (32,0,40)
(56,0,60) (34,1,40)
(57,1,60) (33,0,40)
(55,0,60) (35,1,40)
(56,1,60) (34,0,40)
(54,0,60) (36,1,40)
(55,1,60) (35,0,40)
(53,0,60) (37,1,40)
(54,1,60) (36,0,40)
(52,0,60) (38,1,40)
(53,1,60) (37,0,40)
(51,0,60) (39,1,40)
(52,1,61) (38,0,39)
(51,0,61) (39,1,39)
(53,1,61) (37,0,39)
(52,0,61) (38,1,39)
(54,1,61) (36,0,39)
(53,0,61) (37,1,39)
(55,1,61) (35,0,39)
(54,0,61) (36,1,39)
(56,1,61) (34,0,39)
(55,0,61) (35,1,39)
(57,1,61) (33,0,39)
(56,0,61) (34,1,39)
(58,1,61) (32,0,39)
(57,0,61) (33,1,39)
(59,1,61) (31,0,39)
(58,0,61) (32,1,39)
(60,1,61) (30,0,39)
(59,0,61) (31,1,39)
(61,1,61) (29,0,39)
(60,0,61) (30,1,39)
(61,1,62) (29,0,38)
(59,0,62) (31,1,38)
(60,1,62) (30,0,38)
(58,0,62) (32,1,38)
(59,1,62) (31,0,38)
(57,0,62) (33,1,38)
(58,1,62) (32,0,38)
(56,0,62) (34,1,38)
(57,1,62) (33,0,38)
(55,0,62) (35,1,38)
(56,1,62) (34,0,38)
(54,0,62) (36,1,38)
(55,1,62) (35,0,38)
(53,0,62) (37,1,38)
(54,1,63) (36,0,37)
(53,0,63) (37,1,37)
